name,type,region,locality,geolocation
Памятник Юрию Гагарину,"Памятники, скульптуры, мемориалы",Брянская область,Брянск,"(Decimal('34.317593'), Decimal('53.218831'))"
Памятник Юрию Гагарину,"Памятники, скульптуры, мемориалы",Ростовская область,Новочеркасск,"(Decimal('40.135056'), Decimal('47.463182'))"
Памятник Юрию Жданову,"Памятники, скульптуры, мемориалы",Ростовская область,Ростов-на-Дону,"(Decimal('39.671355'), Decimal('47.219642'))"
Памятник Молодёжи Бурятии,"Памятники, скульптуры, мемориалы",Республика Бурятия,,"(Decimal('107.826454'), Decimal('51.855429'))"
Памятник Юрию Гагарину,"Памятники, скульптуры, мемориалы",Удмуртская республика,Ижевск,"(Decimal('53.206891'), Decimal('56.852676'))"
Памятник Юрию Гагарину,"Памятники, скульптуры, мемориалы",Оренбургская область,Оренбург,"(Decimal('52.796837'), Decimal('53.54843'))"
Памятник Юрию Долгорукому,"Памятники, скульптуры, мемориалы",Москва,,"(Decimal('37.4114'), Decimal('55.844394'))"
Памятник Юрию Долгорукому,"Памятники, скульптуры, мемориалы",Костромская область,Кострома,"(Decimal('40.926858'), Decimal('57.767961'))"
Памятник Юрию Никулину,"Памятники, скульптуры, мемориалы",Москва,,"(Decimal('37.4114'), Decimal('55.844394'))"
Памятник Юрию Никулину в Демидове,"Памятники, скульптуры, мемориалы",Смоленская область,Демидов,Not found
Памятник Юрию Ножикову,"Памятники, скульптуры, мемориалы",Иркутская область,Иркутск,"(Decimal('104.281047'), Decimal('52.287054'))"
Памятник Е.П. Бакланову,"Памятники, скульптуры, мемориалы",Ростовская область,Новочеркасск,"(Decimal('40.093725'), Decimal('47.422052'))"
Памятник Ю.В. Дьяченко,"Памятники, скульптуры, мемориалы",Хабаровский край,Хабаровск,"(Decimal('135.053726'), Decimal('48.474053'))"
Памятник Ю. П. Гарелину,"Памятники, скульптуры, мемориалы",Ивановская область,Иваново,"(Decimal('40.973921'), Decimal('57.000348'))"
Памятник Як-7Б,"Памятники, скульптуры, мемориалы",Ненецкий автономный округ,Нарьян-Мар,Not found
Памятник автомобилистам Великой Отечественной войны &quot;ЗИС-5&quot;,"Памятники, скульптуры, мемориалы",Волгоградская область,Волгоград,Not found
